684,28,9,25,14,15,5,7,5,5,0,0,3,5,1,1,2,5,6,84,33,39,24
404,121,65,103,79,102,11,3,4,5,1,3,0,1,9,3,6,12,4,47,5,6,6
211,270,20,87,61,287,5,0,4,5,0,1,8,1,1,0,6,4,0,21,3,2,3
144,155,16,154,87,410,3,2,3,4,3,0,1,2,0,1,0,2,1,8,0,3,1
71,50,3,66,179,578,3,6,6,2,1,0,6,2,2,0,1,4,1,15,1,1,2
76,19,2,21,54,616,113,19,16,16,2,6,2,5,3,4,8,5,0,11,0,1,1
38,23,0,3,13,654,128,39,39,7,4,5,3,3,4,0,7,12,2,16,0,0,0
36,47,1,12,14,415,131,76,131,56,9,16,8,3,12,2,13,3,3,10,1,0,1
31,75,0,9,6,312,64,35,148,173,37,9,14,7,15,4,29,6,1,22,0,1,2
43,59,0,6,8,217,28,45,86,181,108,57,33,23,32,5,33,13,3,17,2,1,0
29,78,0,5,6,151,15,26,78,176,100,123,56,28,30,5,54,14,2,21,2,1,0
24,39,0,2,4,112,15,89,24,77,99,217,89,49,47,13,48,16,3,28,3,1,1
26,44,0,3,4,57,17,10,35,69,76,147,133,102,65,36,75,25,9,58,5,4,0
40,31,0,0,0,44,6,5,12,39,45,100,96,144,146,68,81,37,10,88,5,0,3
23,35,0,2,0,16,3,2,5,16,10,48,65,79,220,132,138,74,26,100,3,0,3
23,21,0,1,0,17,7,0,4,10,4,27,41,52,105,215,182,117,32,129,10,2,1
15,15,0,0,2,19,1,1,5,5,6,11,18,33,61,93,222,202,79,197,6,2,7
27,8,0,0,0,9,0,1,0,6,2,4,5,15,27,30,118,219,165,343,15,3,3
23,3,0,0,0,8,1,0,2,2,1,2,4,4,8,10,35,79,252,538,25,2,1
60,1,1,2,2,4,0,4,3,5,2,2,2,4,8,8,9,18,55,660,128,14,8
109,3,0,2,1,5,3,0,0,2,0,4,4,1,1,2,11,5,24,454,308,54,7
196,4,0,0,3,6,0,0,3,2,0,0,0,1,2,3,11,14,29,350,197,149,30
444,7,0,3,2,10,1,0,3,2,0,0,1,0,1,2,3,10,9,238,91,91,82
